148.75	62.5	-50
176.875	75	-50
120.625	75	-50
261.25	37.5	-50
261.25	12.5	-50
289.375	25	-50
233.125	25	-50
373.75	37.5	-50
373.75	12.5	-50
401.875	25	-50
345.625	25	-50
373.75	87.5	-50
373.75	62.5	-50
401.875	75	-50
345.625	75	-50
261.25	-62.5	-50
261.25	-87.5	-50
289.375	-75	-50
233.125	-75	-50
373.75	-62.5	-50
373.75	-87.5	-50
401.875	-75	-50
345.625	-75	-50
373.75	-12.5	-50
373.75	-37.5	-50
401.875	-25	-50
345.625	-25	-50
36.25	-62.5	-50
36.25	-87.5	-50
64.375	-75	-50
8.125	-75	-50
148.75	-62.5	-50
148.75	-87.5	-50
176.875	-75	-50
120.625	-75	-50
148.75	-12.5	-50
148.75	-37.5	-50
176.875	-25	-50
120.625	-25	-50
180	37.5	-150
180	12.5	-150
155	25	-150
205	25	-150
80	37.5	-150
80	12.5	-150
55	25	-150
105	25	-150
80	87.5	-150
80	62.5	-150
55	75	-150
105	75	-150
180	-62.5	-150
180	-87.5	-150
155	-75	-150
205	-75	-150
80	-62.5	-150
80	-87.5	-150
55	-75	-150
105	-75	-150
80	-12.5	-150
80	-37.5	-150
55	-25	-150
105	-25	-150
380	-62.5	-150
380	-87.5	-150
355	-75	-150
405	-75	-150
280	-62.5	-150
280	-87.5	-150
255	-75	-150
305	-75	-150
280	-12.5	-150
280	-37.5	-150
255	-25	-150
305	-25	-150
142.109375	100	-112.5
194.453125	100	-112.5
170.234375	100	-118.75
166.328125	100	-106.25
150.703125	100	-137.5
201.484375	100	-137.5
178.046875	100	-143.75
174.140625	100	-131.25
49.140625	100	-137.5
99.921875	100	-137.5
77.265625	100	-143.75
71.796875	100	-131.25
351.484375	100	-112.5
403.828125	100	-112.5
378.046875	100	-118.75
377.265625	100	-106.25
353.828125	100	-137.5
404.609375	100	-137.5
379.609375	100	-143.75
378.828125	100	-131.25
252.265625	100	-137.5
303.046875	100	-137.5
278.828125	100	-143.75
276.484375	100	-131.25
346.796875	100	-62.5
402.265625	100	-62.5
374.921875	100	-68.75
374.140625	100	-56.25
349.140625	100	-87.5
403.046875	100	-87.5
376.484375	100	-93.75
375.703125	100	-81.25
241.328125	100	-87.5
295.234375	100	-87.5
269.453125	100	-93.75
267.109375	100	-81.25
430	37.5	-112.5
430	12.5	-112.5
430	25	-118.75
430	25	-106.25
430	37.5	-137.5
430	12.5	-137.5
430	25	-143.75
430	25	-131.25
430	87.5	-137.5
430	62.5	-137.5
430	75	-143.75
430	75	-131.25
430	-62.5	-112.5
430	-87.5	-112.5
430	-75	-118.75
430	-75	-106.25
430	-62.5	-137.5
430	-87.5	-137.5
430	-75	-143.75
430	-75	-131.25
430	-12.5	-137.5
430	-37.5	-137.5
430	-25	-143.75
430	-25	-131.25
430	-62.5	-62.5
430	-87.5	-62.5
430	-75	-68.75
430	-75	-56.25
430	-62.5	-87.5
430	-87.5	-87.5
430	-75	-93.75
430	-75	-81.25
430	-12.5	-87.5
430	-37.5	-87.5
430	-25	-93.75
430	-25	-81.25
299.140625	-100	-112.5
246.796875	-100	-112.5
274.140625	-100	-118.75
271.796875	-100	-106.25
303.046875	-100	-137.5
252.265625	-100	-137.5
278.828125	-100	-143.75
276.484375	-100	-131.25
404.609375	-100	-137.5
353.828125	-100	-137.5
379.609375	-100	-143.75
378.828125	-100	-131.25
89.765625	-100	-112.5
37.421875	-100	-112.5
66.328125	-100	-118.75
60.859375	-100	-106.25
99.921875	-100	-137.5
49.140625	-100	-137.5
77.265625	-100	-143.75
71.796875	-100	-131.25
201.484375	-100	-137.5
150.703125	-100	-137.5
178.046875	-100	-143.75
174.140625	-100	-131.25
69.453125	-100	-62.5
13.984375	-100	-62.5
44.453125	-100	-68.75
38.984375	-100	-56.25
79.609375	-100	-87.5
25.703125	-100	-87.5
55.390625	-100	-93.75
49.921875	-100	-81.25
187.421875	-100	-87.5
133.515625	-100	-87.5
162.421875	-100	-93.75
158.515625	-100	-81.25
11.25	-37.5	-112.5
11.25	-12.5	-112.5
14.375	-25	-118.75
8.125	-25	-106.25
23.75	-37.5	-137.5
23.75	-12.5	-137.5
26.875	-25	-143.75
20.625	-25	-131.25
23.75	-87.5	-137.5
23.75	-62.5	-137.5
26.875	-75	-143.75
20.625	-75	-131.25
11.25	62.5	-112.5
11.25	87.5	-112.5
14.375	75	-118.75
8.125	75	-106.25
23.75	62.5	-137.5
23.75	87.5	-137.5
26.875	75	-143.75
20.625	75	-131.25
23.75	12.5	-137.5
23.75	37.5	-137.5
26.875	25	-143.75
20.625	25	-131.25
-13.75	62.5	-62.5
-13.75	87.5	-62.5
-10.625	75	-68.75
-16.875	75	-56.25
-1.25	62.5	-87.5
-1.25	87.5	-87.5
1.875	75	-93.75
-4.375	75	-81.25
-1.25	12.5	-87.5
-1.25	37.5	-87.5
1.875	25	-93.75
-4.375	25	-81.25
-13.75	12.5	-62.5
-13.75	37.5	-62.5
-10.625	25	-68.75
-16.875	25	-56.25
11.25	12.5	-112.5
11.25	37.5	-112.5
14.375	25	-118.75
8.125	25	-106.25
11.25	-87.5	-112.5
11.25	-62.5	-112.5
14.375	-75	-118.75
8.125	-75	-106.25
180.390625	-100	-62.5
124.921875	-100	-62.5
154.609375	-100	-68.75
150.703125	-100	-56.25
194.453125	-100	-112.5
142.109375	-100	-112.5
170.234375	-100	-118.75
166.328125	-100	-106.25
403.828125	-100	-112.5
351.484375	-100	-112.5
378.046875	-100	-118.75
377.265625	-100	-106.25
430	-12.5	-62.5
430	-37.5	-62.5
430	-25	-68.75
430	-25	-56.25
430	-12.5	-112.5
430	-37.5	-112.5
430	-25	-118.75
430	-25	-106.25
430	87.5	-112.5
430	62.5	-112.5
430	75	-118.75
430	75	-106.25
235.859375	100	-62.5
291.328125	100	-62.5
264.765625	100	-68.75
262.421875	100	-56.25
246.796875	100	-112.5
299.140625	100	-112.5
274.140625	100	-118.75
271.796875	100	-106.25
37.421875	100	-112.5
89.765625	100	-112.5
66.328125	100	-118.75
60.859375	100	-106.25
380	-12.5	-150
380	-37.5	-150
355	-25	-150
405	-25	-150
180	-12.5	-150
180	-37.5	-150
155	-25	-150
205	-25	-150
